Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
503428,22027,TEA PARTY BIRTHDAY CARD,1,2010-03-31 17:31:00,0.85,,United Kingdom
545149,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-02-28 12:19:00,3.75,15062.0,United Kingdom
514221,20983,12 PENCILS TALL TUBE RED SPOTTY,18,2010-07-01 09:56:00,0.85,12653.0,Israel
504886,21755,LOVE BUILDING BLOCK WORD,3,2010-04-18 13:38:00,5.95,13285.0,United Kingdom
548865,48184,DOORMAT ENGLISH ROSE ,2,2011-04-04 14:09:00,7.95,14747.0,United Kingdom
576618,85099B,JUMBO BAG RED RETROSPOT,5,2011-11-15 17:00:00,4.13,,United Kingdom
574741,22422,TOOTHPASTE TUBE PEN,3,2011-11-06 16:13:00,0.65,15993.0,United Kingdom
524828,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-09-30 17:05:00,1.25,12705.0,Germany
510413,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2010-05-30 11:00:00,3.75,15580.0,United Kingdom
500830,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-03-10 11:31:00,1.25,17377.0,United Kingdom
504901,44234,ASSORTED CIRCULAR MOBILE,7,2010-04-18 15:34:00,0.21,16921.0,United Kingdom
506162,22179,SET 10 LIGHTS NIGHT OWL,6,2010-04-28 09:15:00,6.75,13081.0,United Kingdom
527145,85099F,JUMBO BAG STRAWBERRY,100,2010-10-15 10:24:00,1.65,12409.0,Switzerland
514736,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-07-06 09:59:00,1.25,16746.0,United Kingdom
566208,22355,CHARLOTTE BAG SUKI DESIGN,5,2011-09-09 15:03:00,0.85,16362.0,United Kingdom
570650,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-10-11 13:13:00,2.95,13263.0,United Kingdom
533589,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2010-11-18 11:55:00,3.75,17411.0,United Kingdom
512694,20676,RED SPOTTY BOWL,2,2010-06-17 11:52:00,1.25,14710.0,United Kingdom
527462,85144,JARDIN ETCHED GLASS BUTTER DISH,2,2010-10-18 10:42:00,7.25,15261.0,United Kingdom
581412,22866,HAND WARMER SCOTTY DOG DESIGN,6,2011-12-08 14:38:00,2.1,14415.0,United Kingdom
493260,84991,60 TEATIME FAIRY CAKE CASES,1,2009-12-22 14:31:00,1.3,,United Kingdom
578020,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6,2011-11-22 13:20:00,1.45,16979.0,United Kingdom
509980,22618,COOKING SET RETROSPOT,2,2010-05-26 14:07:00,9.95,12378.0,Switzerland
529168,21284,RETROSPOT CANDLE  SMALL,24,2010-10-26 17:55:00,0.42,17593.0,United Kingdom
556473,82580,BATHROOM METAL SIGN,2,2011-06-12 12:00:00,0.55,17265.0,United Kingdom
501035,22036,DINOSAUR BIRTHDAY CARD,12,2010-03-11 19:24:00,0.42,14713.0,United Kingdom
543040,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2,2011-02-02 17:06:00,2.55,17337.0,United Kingdom
551518,22728,ALARM CLOCK BAKELIKE PINK,1,2011-05-01 11:36:00,3.75,15708.0,United Kingdom
533053,22670,FRENCH WC SIGN BLUE METAL,5,2010-11-15 16:22:00,1.25,12836.0,United Kingdom
537086,21429,RED GINGHAM ROSE JEWELLERY BOX,16,2010-12-05 12:01:00,1.65,15332.0,Lithuania
567855,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-09-22 13:38:00,0.42,13220.0,United Kingdom
578998,79063D,"RETRO PILL BOX , REVOLUTIONARY",1,2011-11-27 16:05:00,0.19,15436.0,United Kingdom
546133,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-03-09 15:20:00,0.55,14291.0,United Kingdom
568100,23217,LAUREL HEART ANTIQUE SILVER,12,2011-09-23 15:20:00,1.25,15475.0,United Kingdom
549130,22357,KINGS CHOICE BISCUIT TIN,4,2011-04-06 15:02:00,4.25,14701.0,United Kingdom
559817,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1,2011-07-12 16:20:00,2.46,,United Kingdom
505571,21312,LARGE CHUNKY GLASS ROMAN BOWL,1,2010-04-23 11:28:00,6.75,16661.0,United Kingdom
506976,22520,CHILDS GARDEN TROWEL BLUE ,6,2010-05-05 12:55:00,0.85,18041.0,United Kingdom
523868,21166,COOK WITH WINE METAL SIGN ,7,2010-09-24 12:48:00,1.95,15044.0,United Kingdom
524107,20685,DOORMAT RED RETROSPOT,10,2010-09-27 13:10:00,6.75,15616.0,United Kingdom
564974,22419,LIPSTICK PEN RED,1,2011-08-31 15:32:00,0.83,,United Kingdom
576213,22158,3 HEARTS HANGING DECORATION RUSTIC,3,2011-11-14 12:47:00,2.95,18117.0,United Kingdom
513797,47502,POLKADOT CUTLERY 24 PCS IN TRAY,1,2010-06-28 16:07:00,12.75,16499.0,United Kingdom
501628,20723,STRAWBERRY CHARLOTTE BAG,10,2010-03-18 11:48:00,0.85,14911.0,EIRE
549771,22196,SMALL HEART MEASURING SPOONS,2,2011-04-12 11:43:00,0.85,14669.0,United Kingdom
549829,22904,CALENDAR PAPER CUT DESIGN,6,2011-04-12 12:56:00,2.95,16713.0,United Kingdom
576075,47591D,PINK FAIRY CAKE CHILDRENS APRON,4,2011-11-13 16:16:00,1.95,15861.0,United Kingdom
552819,85152,HAND OVER THE CHOCOLATE   SIGN ,48,2011-05-11 12:50:00,1.85,16652.0,United Kingdom
541423,21494,ROTATING LEAVES T-LIGHT HOLDER,4,2011-01-17 17:54:00,1.63,,United Kingdom
536031,22664,TOY TIDY DOLLY GIRL DESIGN,1,2010-11-29 16:45:00,4.21,,United Kingdom
556243,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-06-09 16:07:00,5.79,,United Kingdom
562031,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-08-01 17:37:00,8.5,16984.0,United Kingdom
506950,22189,CREAM HEART CARD HOLDER,12,2010-05-05 11:27:00,3.95,15822.0,United Kingdom
579881,21175,GIN + TONIC DIET METAL SIGN,48,2011-11-30 17:22:00,2.08,12429.0,Denmark
518509,84901,BLACK FACE LAMB WITH PANTS,1,2010-08-09 14:39:00,3.75,14498.0,United Kingdom
514497,21754,HOME BUILDING BLOCK WORD,1,2010-07-04 10:36:00,5.95,16782.0,United Kingdom
542503,22219,LOVEBIRD HANGING DECORATION WHITE ,24,2011-01-28 11:58:00,0.85,16327.0,United Kingdom
528763,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2010-10-24 15:57:00,2.95,12926.0,United Kingdom
490683,82581,TOILET METAL SIGN,25,2009-12-07 13:45:00,0.55,17865.0,United Kingdom
501475,21756,BATH BUILDING BLOCK WORD,1,2010-03-16 16:59:00,11.87,,United Kingdom
527427,21889,WOODEN BOX OF DOMINOES,4,2010-10-17 16:16:00,1.25,15555.0,United Kingdom
536031,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,2010-11-29 16:45:00,2.51,,United Kingdom
504118,20711,JUMBO BAG TOYS ,2,2010-04-09 16:05:00,1.95,15898.0,United Kingdom
575750,20679,EDWARDIAN PARASOL RED,18,2011-11-11 10:29:00,5.95,12600.0,Germany
516166,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,8,2010-07-18 12:49:00,4.25,15095.0,United Kingdom
552234,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,2011-05-06 16:01:00,1.63,,United Kingdom
529156,20726,LUNCH BAG WOODLAND,1,2010-10-26 16:47:00,1.65,16549.0,United Kingdom
578510,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-24 13:25:00,2.08,14056.0,United Kingdom
543713,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2011-02-11 11:46:00,2.08,,United Kingdom
541853,82494L,WOODEN FRAME ANTIQUE WHITE ,5,2011-01-23 14:29:00,2.95,17858.0,United Kingdom
560368,22355,CHARLOTTE BAG SUKI DESIGN,5,2011-07-18 12:25:00,0.85,17841.0,United Kingdom
553931,71053,WHITE METAL LANTERN,8,2011-05-20 10:27:00,3.75,14911.0,EIRE
548330,21937,STRAWBERRY   PICNIC BAG,3,2011-03-30 13:26:00,2.95,14810.0,United Kingdom
547100,22284,HEN HOUSE DECORATION,12,2011-03-21 10:31:00,1.65,15615.0,United Kingdom
570872,23107,WHITE HEARTS WIRE PLANT POT HOLDER,1,2011-10-12 16:40:00,5.79,,United Kingdom
554062,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12,2011-05-22 10:21:00,1.25,13654.0,United Kingdom
575930,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-11-11 17:58:00,4.13,,United Kingdom
532147,22688,DOORMAT PEACE ON EARTH BLUE,1,2010-11-11 12:01:00,7.95,14988.0,United Kingdom
561507,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-07-27 14:21:00,2.1,12397.0,Belgium
C548866,22311,OFFICE MUG WARMER BLACK+SILVER ,-1,2011-04-04 14:09:00,2.95,14606.0,United Kingdom
512533,21888,BINGO SET,1,2010-06-16 12:02:00,3.75,17952.0,United Kingdom
527890,21804,WHITE CHRISTMAS GARLAND STARS TREES,1,2010-10-19 12:15:00,3.75,17365.0,United Kingdom
514839,21621,VINTAGE UNION JACK BUNTING,20,2010-07-06 14:46:00,8.5,16126.0,United Kingdom
547383,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-03-22 15:42:00,5.45,12613.0,Germany
526916,21361,LOVE LARGE WOOD LETTERS ,1,2010-10-13 16:20:00,25.49,,United Kingdom
561382,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,4,2011-07-26 17:27:00,2.1,16750.0,United Kingdom
549568,22296,HEART IVORY TRELLIS LARGE,12,2011-04-10 15:09:00,1.65,15665.0,United Kingdom
541249,21871,SAVE THE PLANET MUG,6,2011-01-16 13:18:00,1.25,13700.0,United Kingdom
540098,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-01-04 15:50:00,2.1,16241.0,United Kingdom
517946,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-08-03 11:32:00,2.1,17673.0,United Kingdom
491068,21777,RECIPE BOX WITH METAL HEART,1,2009-12-09 12:18:00,7.95,15768.0,United Kingdom
559120,22417,PACK OF 60 SPACEBOY CAKE CASES,5,2011-07-06 12:18:00,0.55,16393.0,United Kingdom
499275,22047,EMPIRE GIFT WRAP,25,2010-02-25 17:37:00,0.42,13652.0,United Kingdom
567796,23290,SPACEBOY CHILDRENS BOWL,8,2011-09-22 11:46:00,1.25,16395.0,United Kingdom
559535,21784,SHOE SHINE BOX ,1,2011-07-10 12:16:00,9.95,17841.0,United Kingdom
511269,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-06-07 13:02:00,1.65,16984.0,United Kingdom
533795,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-11-18 18:23:00,2.95,17735.0,United Kingdom
572569,21704,BAG 250g SWIRLY MARBLES,1,2011-10-25 10:32:00,0.85,17870.0,United Kingdom
491188,22094,RED POLKA DOT TISSUE BOX,1,2009-12-10 12:30:00,1.25,17377.0,United Kingdom
530059,22865,HAND WARMER OWL DESIGN,5,2010-11-01 11:32:00,2.1,16161.0,United Kingdom
564199,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,2011-08-23 17:31:00,2.95,13263.0,United Kingdom
492714,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,4,2009-12-18 10:24:00,2.95,17913.0,United Kingdom
535980,21844,RED RETROSPOT MUG,12,2010-11-29 13:09:00,2.95,14243.0,United Kingdom
514972,20718,RED SPOTTY SHOPPER BAG,20,2010-07-07 12:34:00,1.25,16873.0,United Kingdom
490144,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,2009-12-04 08:46:00,6.75,13154.0,United Kingdom
520528,84836,ZINC METAL HEART DECORATION,12,2010-08-26 14:45:00,1.25,14221.0,United Kingdom
514498,22423,REGENCY CAKESTAND 3 TIER,1,2010-07-04 10:45:00,12.75,16782.0,United Kingdom
C526456,20677,PINK POLKADOT BOWL,-8,2010-10-11 15:45:00,1.25,17755.0,United Kingdom
563903,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,2011-08-21 11:15:00,4.25,17068.0,United Kingdom
533803,21738,COSY SLIPPER SHOES SMALL  RED ,3,2010-11-18 19:55:00,2.95,13969.0,United Kingdom
577052,22970,LONDON BUS COFFEE MUG,6,2011-11-17 14:08:00,2.55,17397.0,United Kingdom
527885,22629,SPACEBOY LUNCH BOX ,1,2010-10-19 12:05:00,1.95,15011.0,United Kingdom
573585,23480,MINI LIGHTS WOODLAND MUSHROOMS,3,2011-10-31 14:41:00,7.46,,United Kingdom
553194,21244,BLUE POLKADOT PLATE ,12,2011-05-15 13:37:00,1.69,16283.0,United Kingdom
498636,84437A,S/6 PINK EASTER DECS IN BOX,3,2010-02-22 11:11:00,0.85,14159.0,United Kingdom
536387,22779,WOODEN OWLS LIGHT GARLAND ,192,2010-12-01 09:58:00,3.37,16029.0,United Kingdom
503940,22133,PINK LOVE HEART SHAPE CUP,1,2010-04-08 14:47:00,1.66,,United Kingdom
504933,22272,FELTCRAFT DOLL MARIA,1,2010-04-19 11:13:00,5.91,,United Kingdom
544208,21218,RED SPOTTY BISCUIT TIN,1,2011-02-17 10:34:00,8.29,,United Kingdom
542354,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-01-27 12:19:00,7.95,14709.0,United Kingdom
496308,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,2010-01-31 11:54:00,4.25,17625.0,United Kingdom
541493,21244,BLUE POLKADOT PLATE ,4,2011-01-18 14:29:00,3.29,,United Kingdom
553021,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-05-12 19:22:00,1.69,18172.0,United Kingdom
559797,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-07-12 13:31:00,0.55,12720.0,Germany
528577,22727,ALARM CLOCK BAKELIKE RED ,1,2010-10-22 13:13:00,8.47,,United Kingdom
503062,85129B,BEADED CRYSTAL HEART GREEN SMALL,1,2010-03-29 16:48:00,1.25,14606.0,United Kingdom
523655,21810,CHRISTMAS HANGING STAR WITH BELL,24,2010-09-23 13:26:00,1.25,17504.0,United Kingdom
559307,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-07-07 13:02:00,1.69,15356.0,United Kingdom
507241,20725,LUNCH BAG RED SPOTTY,20,2010-05-07 09:58:00,1.65,16174.0,United Kingdom
507885,20785,,37,2010-05-11 16:04:00,0.0,,United Kingdom
534501,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-11-23 11:26:00,4.95,18055.0,United Kingdom
545895,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-03-07 17:14:00,3.29,,United Kingdom
577150,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2011-11-18 09:48:00,12.46,,United Kingdom
545591,20717,STRAWBERRY SHOPPER BAG,10,2011-03-04 10:28:00,1.25,17581.0,United Kingdom
499057,48184,DOOR MAT ENGLISH ROSE ,1,2010-02-24 13:48:00,7.49,15898.0,United Kingdom
536028,21819,GLITTER CHRISTMAS STAR ,6,2010-11-29 16:32:00,0.85,15555.0,United Kingdom
497187,84966C,,-5,2010-02-05 17:46:00,0.0,,United Kingdom
514119,21411,GINGHAM HEART  DOORSTOP RED,3,2010-06-30 12:54:00,4.25,14217.0,United Kingdom
490149,22082,RIBBON REEL STRIPES DESIGN ,1,2009-12-04 09:43:00,3.43,,United Kingdom
511066,21065,BOOM BOX SPEAKER GIRLS,2,2010-06-06 12:59:00,5.95,13109.0,United Kingdom
569736,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-10-06 10:44:00,1.65,14317.0,United Kingdom
548327,22429,ENAMEL MEASURING JUG CREAM,1,2011-03-30 13:05:00,4.25,16788.0,United Kingdom
515353,20724,RED SPOTTY CHARLOTTE BAG,1,2010-07-12 10:54:00,1.66,,United Kingdom
532665,21114,LAVENDER SCENTED FABRIC HEART,5,2010-11-14 11:37:00,1.25,14052.0,United Kingdom
569823,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-10-06 12:15:00,1.65,16895.0,United Kingdom
525300,20712,JUMBO BAG WOODLAND ANIMALS,20,2010-10-05 09:43:00,1.95,12516.0,Germany
521130,22026,BANQUET BIRTHDAY  CARD  ,12,2010-09-02 12:44:00,0.42,15856.0,United Kingdom
521921,POST,POSTAGE,4,2010-09-09 14:48:00,18.0,12681.0,France
510806,85152,HAND OVER THE CHOCOLATE   SIGN ,8,2010-06-03 19:05:00,2.1,17107.0,United Kingdom
542858,22469,HEART OF WICKER SMALL,2,2011-02-01 11:40:00,1.65,17228.0,United Kingdom
581439,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-12-08 16:30:00,2.46,,United Kingdom
535414,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2010-11-26 11:36:00,3.75,18118.0,United Kingdom
536464,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,2010-12-01 12:23:00,0.55,17968.0,United Kingdom
503059,21742,LARGE ROUND WICKER PLATTER ,2,2010-03-29 16:14:00,5.95,13831.0,United Kingdom
538353,37449,CERAMIC CAKE STAND + HANGING CAKES,16,2010-12-10 15:31:00,8.5,13798.0,United Kingdom
573430,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-10-31 10:38:00,1.65,13813.0,Germany
519122,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2010-08-13 12:11:00,1.65,17913.0,United Kingdom
512425,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,2,2010-06-15 14:42:00,0.85,14723.0,United Kingdom
556086,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-06-08 15:24:00,4.13,,United Kingdom
580727,22736,RIBBON REEL MAKING SNOWMEN ,3,2011-12-05 17:17:00,3.29,14096.0,United Kingdom
513942,22383,LUNCH BAG SUKI  DESIGN ,2,2010-06-29 13:12:00,4.21,,United Kingdom
498012,22083,PAPER CHAIN KIT RETRO SPOT,3,2010-02-15 14:47:00,2.95,17241.0,United Kingdom
576617,22331,WOODLAND PARTY BAG + STICKER SET,1,2011-11-15 16:57:00,3.29,,United Kingdom
503295,22073,RETRO SPOT STORAGE JAR,4,2010-03-31 11:40:00,3.75,13179.0,United Kingdom
563709,22151,PLACE SETTING WHITE HEART,3,2011-08-18 15:17:00,0.42,15472.0,United Kingdom
495300,20764,ABSTRACT CIRCLES SKETCHBOOK ,8,2010-01-22 13:39:00,3.75,12510.0,Spain
570721,22121,NOEL WOODEN BLOCK LETTERS ,3,2011-10-12 10:51:00,5.95,13842.0,United Kingdom
532677,10135,COLOURING PENCILS BROWN TUBE,20,2010-11-14 12:07:00,1.25,15615.0,United Kingdom
524936,72741,GRAND CHOCOLATECANDLE,9,2010-10-01 11:58:00,1.45,13002.0,United Kingdom
548664,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,2011-04-01 14:45:00,1.25,14911.0,EIRE
542904,22961,JAM MAKING SET PRINTED,36,2011-02-01 14:58:00,1.45,12682.0,France
537640,20966,SANDWICH BATH SPONGE,1,2010-12-07 15:31:00,2.51,,United Kingdom
578510,22629,SPACEBOY LUNCH BOX ,1,2011-11-24 13:25:00,1.95,14056.0,United Kingdom
561899,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-07-31 15:26:00,2.1,17173.0,United Kingdom
553184,22637,PIGGY BANK RETROSPOT ,2,2011-05-15 12:33:00,2.55,13232.0,United Kingdom
553148,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-05-13 14:09:00,0.85,,Hong Kong
520059,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2010-08-23 15:44:00,0.55,15003.0,United Kingdom
563093,23245,SET OF 3 REGENCY CAKE TINS,9,2011-08-11 17:28:00,5.79,,United Kingdom
536544,79321,CHILLI LIGHTS,1,2010-12-01 14:32:00,10.17,,United Kingdom
574659,23583,LUNCH BAG PAISLEY PARK  ,4,2011-11-06 11:44:00,1.65,16942.0,United Kingdom
514514,22483,RED GINGHAM TEDDY BEAR ,2,2010-07-04 13:59:00,2.95,15976.0,United Kingdom
507710,21967,PACK OF 12 SKULL TISSUES,12,2010-05-11 11:29:00,0.29,13206.0,United Kingdom
519395,72814,SET OF 3 CHRISTMAS BRIAR CANDLES,1,2010-08-16 15:31:00,3.75,14379.0,United Kingdom
526396,22331,WOODLAND PARTY BAG + STICKER SET,1,2010-10-11 13:28:00,1.65,18109.0,United Kingdom
508480,48138,DOOR MAT UNION FLAG,2,2010-05-16 12:34:00,7.49,13782.0,United Kingdom
559369,21065,BOOM BOX SPEAKER GIRLS,2,2011-07-08 10:00:00,5.95,14388.0,United Kingdom
560716,22730,ALARM CLOCK BAKELIKE IVORY,6,2011-07-20 13:26:00,3.75,17675.0,United Kingdom
515881,22669,RED BABY BUNTING ,5,2010-07-15 11:54:00,2.95,14755.0,United Kingdom
529320,84559B,3D SHEET OF CAT STICKERS,12,2010-10-27 13:59:00,0.85,14400.0,United Kingdom
541424,85202,HANGING WOOD AND FELT HEART,4,2011-01-17 17:57:00,0.42,,United Kingdom
525449,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2010-10-05 14:09:00,1.65,17097.0,Spain
531371,85049E,SCANDINAVIAN REDS RIBBONS,4,2010-11-07 15:31:00,1.25,12867.0,United Kingdom
563437,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,2011-08-16 12:52:00,0.39,14232.0,United Kingdom
560225,22286,DECORATION WOBBLY RABBIT METAL ,1,2011-07-15 16:27:00,1.25,,United Kingdom
505732,85099B,RED RETROSPOT JUMBO BAG ,10,2010-04-25 15:26:00,1.95,13510.0,United Kingdom
496644,21869,POTTING SHED COFFEE MUG,1,2010-02-03 11:58:00,1.25,15003.0,United Kingdom
536599,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,36,2010-12-02 07:49:00,0.85,15694.0,United Kingdom
554669,16161P,WRAP ENGLISH ROSE ,25,2011-05-25 15:31:00,0.42,15203.0,United Kingdom
498836,22303,COFFEE MUG APPLES DESIGN,2,2010-02-23 11:44:00,2.55,12647.0,Germany
513096,21389,IVORY HANGING DECORATION  BIRD,24,2010-06-21 14:49:00,0.85,15747.0,United Kingdom
575848,23377,PACK OF 12 DOLLY GIRL TISSUES,6,2011-11-11 12:10:00,0.39,14178.0,United Kingdom
533575,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-11-18 11:00:00,2.95,17430.0,United Kingdom
509352,22272,FELTCRAFT DOLL MARIA,100,2010-05-21 13:33:00,1.92,18102.0,United Kingdom
526841,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-10-13 12:00:00,1.65,16190.0,United Kingdom
559807,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,2011-07-12 14:48:00,0.85,17841.0,United Kingdom
568703,21976,PACK OF 60 MUSHROOM CAKE CASES,3,2011-09-28 15:21:00,0.55,12748.0,United Kingdom
570445,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,2011-10-10 14:42:00,3.25,12748.0,United Kingdom
530902,37450,CERAMIC CAKE BOWL + HANGING CAKES,3,2010-11-04 15:13:00,2.95,14099.0,United Kingdom
574667,22973,CHILDREN'S CIRCUS PARADE MUG,6,2011-11-06 12:12:00,1.65,15514.0,United Kingdom
501646,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2010-03-18 12:40:00,0.42,17377.0,United Kingdom
576617,23499,SET 12 VINTAGE DOILY CHALK ,1,2011-11-15 16:57:00,0.83,,United Kingdom
580137,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-12-01 19:54:00,2.08,17566.0,United Kingdom
524959,85231b,CINAMMON SET OF 9 T-LIGHTS,1,2010-10-01 13:31:00,1.66,,United Kingdom
532544,22027,TEA PARTY BIRTHDAY CARD,12,2010-11-12 12:10:00,0.42,13309.0,United Kingdom
568220,35970,ZINC FOLKART SLEIGH BELLS,12,2011-09-26 10:03:00,1.69,15626.0,United Kingdom
511896,47591C,BLUE FAIRY CAKE CHILD'S APRON,3,2010-06-11 11:04:00,1.95,16161.0,United Kingdom
505510,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1,2010-04-22 14:33:00,5.91,,United Kingdom
536591,47591B,SCOTTIES CHILDRENS APRON,1,2010-12-01 16:57:00,1.65,14606.0,United Kingdom
525867,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,2010-10-07 13:28:00,1.25,14963.0,United Kingdom
570209,23284,DOORMAT KEEP CALM AND COME IN,6,2011-10-09 10:29:00,8.25,16326.0,United Kingdom
539019,85214,TUB 24 PINK FLOWER PEGS,2,2010-12-15 14:12:00,1.65,17551.0,United Kingdom
549235,23127,FELTCRAFT GIRL NICOLE KIT,2,2011-04-07 11:16:00,4.95,15530.0,United Kingdom
562928,85215,ASSORTED CHEESE FRIDGE MAGNETS,30,2011-08-10 15:29:00,0.65,15494.0,United Kingdom
524523,22084,PAPER CHAIN KIT EMPIRE,6,2010-09-29 13:14:00,2.95,14829.0,United Kingdom
513050,79067,CORONA MEXICAN TRAY,6,2010-06-21 13:18:00,3.75,14493.0,United Kingdom
516590,21231,SWEETHEART CERAMIC TRINKET BOX,7,2010-07-21 13:47:00,1.25,15005.0,United Kingdom
570197,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-10-07 15:45:00,0.21,13755.0,United Kingdom
510733,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-06-03 11:12:00,2.55,15502.0,United Kingdom
526109,84989a,75 GREEN FAIRY CAKE CASES,5,2010-10-08 12:58:00,2.13,,United Kingdom
521515,21900,"KEY FOB , SHED",4,2010-09-06 14:36:00,0.65,13736.0,United Kingdom
494685,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-01-18 11:39:00,8.47,,United Kingdom
543909,85034C,3 ROSE MORRIS BOXED CANDLES,1,2011-02-14 12:32:00,8.29,,United Kingdom
571502,22465,HANGING METAL STAR LANTERN,12,2011-10-17 15:18:00,1.65,14422.0,United Kingdom
504741,85049G,CHOCOLATE BOX RIBBONS ,7,2010-04-16 11:33:00,1.25,15716.0,United Kingdom
551283,16161P,WRAP ENGLISH ROSE ,25,2011-04-27 14:01:00,0.42,16755.0,United Kingdom
537312,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-06 11:42:00,2.1,14189.0,United Kingdom
530379,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-11-02 16:40:00,3.95,13468.0,United Kingdom
579777,23138,SINGLE WIRE HOOK IVORY HEART,1,2011-11-30 15:13:00,3.29,,United Kingdom
545658,22301,COFFEE MUG CAT + BIRD DESIGN,2,2011-03-04 14:13:00,2.55,14670.0,United Kingdom
573361,22197,POPCORN HOLDER,10,2011-10-30 12:53:00,0.85,14456.0,United Kingdom
525772,16259,PIECE OF CAMO STATIONERY SET,108,2010-10-07 11:12:00,0.21,12748.0,United Kingdom
519673,84836,ZINC METAL HEART DECORATION,24,2010-08-19 12:23:00,1.25,17666.0,United Kingdom
494015,82607C,GLASS BONBON JAR. SUPERFINES,1,2010-01-11 09:34:00,2.57,,United Kingdom
561534,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-28 09:45:00,2.95,14307.0,United Kingdom
540977,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,2011-01-12 15:01:00,3.36,,United Kingdom
C516599,85059,FRENCH ENAMEL WATER BASIN,-1,2010-07-21 14:05:00,3.75,16054.0,United Kingdom
526892,21930,JUMBO STORAGE BAG SKULLS,10,2010-10-13 14:46:00,1.95,13665.0,United Kingdom
